UIDX,CRITICAL FLAG
te-35364,Critical
te-35365,Critical
te-35366,Not Critical
te-35367,Critical
te-35368,Critical
te-35369,Not Critical
te-35370,Not Critical
te-35371,Critical
te-35372,Not Critical
te-35373,Critical
te-35374,Not Critical
te-35375,Not Critical
te-35376,Critical
te-35377,Critical
te-35378,Critical
te-35379,Critical
te-35380,Critical
te-35381,Critical
te-35382,Critical
te-35383,Critical
te-35384,Critical
te-35385,Critical
te-35386,Not Critical
te-35387,Critical
te-35388,Critical
te-35389,Critical
te-35390,Critical
te-35391,Critical
te-35392,Critical
te-35393,Critical
te-35394,Critical
te-35395,Not Applicable
te-35396,Critical
te-35397,Critical
te-35398,Not Critical
te-35399,Critical
te-35400,Not Critical
te-35401,Critical
te-35402,Not Critical
te-35403,Critical
te-35404,Not Critical
te-35405,Not Applicable
te-35406,Critical
te-35407,Critical
te-35408,Critical
te-35409,Not Critical
te-35410,Not Critical
te-35411,Critical
te-35412,Critical
te-35413,Critical
te-35414,Not Critical
te-35415,Critical
te-35416,Critical
te-35417,Critical
te-35418,Not Applicable
te-35419,Critical
te-35420,Not Critical
te-35421,Not Critical
te-35422,Not Critical
te-35423,Critical
te-35424,Critical
te-35425,Critical
te-35426,Critical
te-35427,Critical
te-35428,Critical
te-35429,Not Critical
te-35430,Not Critical
te-35431,Not Critical
te-35432,Not Critical
te-35433,Critical
te-35434,Not Critical
te-35435,Critical
te-35436,Not Critical
te-35437,Not Applicable
te-35438,Critical
te-35439,Critical
te-35440,Not Critical
te-35441,Critical
te-35442,Critical
te-35443,Critical
te-35444,Not Critical
te-35445,Not Critical
te-35446,Critical
te-35447,Critical
te-35448,Critical
te-35449,Not Critical
te-35450,Not Critical
te-35451,Critical
te-35452,Critical
te-35453,Critical
te-35454,Not Critical
te-35455,Not Critical
te-35456,Critical
te-35457,Critical
te-35458,Not Critical
te-35459,Critical
te-35460,Critical
te-35461,Critical
te-35462,Critical
te-35463,Critical
te-35464,Critical
te-35465,Not Critical
te-35466,Critical
te-35467,Not Critical
te-35468,Critical
te-35469,Critical
te-35470,Not Critical
te-35471,Not Applicable
te-35472,Critical
te-35473,Critical
te-35474,Not Critical
te-35475,Critical
te-35476,Critical
te-35477,Not Critical
te-35478,Critical
te-35479,Not Critical
te-35480,Critical
te-35481,Not Critical
te-35482,Critical
te-35483,Critical
te-35484,Critical
te-35485,Not Critical
te-35486,Critical
te-35487,Not Critical
te-35488,Critical
te-35489,Critical
te-35490,Critical
te-35491,Critical
te-35492,Critical
te-35493,Not Critical
te-35494,Not Critical
te-35495,Critical
te-35496,Critical
te-35497,Critical
te-35498,Not Critical
te-35499,Critical
te-35500,Critical
te-35501,Not Critical
te-35502,Critical
te-35503,Critical
te-35504,Critical
te-35505,Not Critical
te-35506,Not Critical
te-35507,Not Critical
te-35508,Critical
te-35509,Not Critical
te-35510,Critical
te-35511,Not Critical
te-35512,Not Critical
te-35513,Critical
te-35514,Critical
te-35515,Not Critical
te-35516,Critical
te-35517,Critical
te-35518,Not Critical
te-35519,Not Applicable
te-35520,Critical
te-35521,Critical
te-35522,Critical
te-35523,Critical
te-35524,Critical
te-35525,Not Critical
te-35526,Critical
te-35527,Not Critical
te-35528,Critical
te-35529,Critical
te-35530,Not Critical
te-35531,Critical
te-35532,Critical
te-35533,Critical
te-35534,Not Critical
te-35535,Critical
te-35536,Critical
te-35537,Critical
te-35538,Not Critical
te-35539,Critical
te-35540,Not Critical
te-35541,Critical
te-35542,Critical
te-35543,Critical
te-35544,Not Critical
te-35545,Critical
te-35546,Not Critical
te-35547,Not Critical
te-35548,Critical
te-35549,Critical
te-35550,Critical
te-35551,Critical
te-35552,Not Critical
te-35553,Critical
te-35554,Critical
te-35555,Critical
te-35556,Critical
te-35557,Critical
te-35558,Critical
te-35559,Not Critical
te-35560,Not Critical
te-35561,Not Critical
te-35562,Critical
te-35563,Critical
te-35564,Critical
te-35565,Not Critical
te-35566,Not Critical
te-35567,Critical
te-35568,Not Critical
te-35569,Critical
te-35570,Critical
te-35571,Not Critical
te-35572,Critical
te-35573,Not Critical
te-35574,Critical
te-35575,Critical
te-35576,Critical
te-35577,Not Critical
te-35578,Critical
te-35579,Critical
te-35580,Critical
te-35581,Critical
te-35582,Critical
te-35583,Not Critical
te-35584,Critical
te-35585,Not Critical
te-35586,Not Applicable
te-35587,Not Critical
te-35588,Not Applicable
te-35589,Not Critical
te-35590,Not Critical
te-35591,Critical
te-35592,Critical
te-35593,Not Critical
te-35594,Critical
te-35595,Critical
te-35596,Not Critical
te-35597,Not Critical
te-35598,Critical
te-35599,Critical
te-35600,Critical
te-35601,Not Critical
te-35602,Critical
te-35603,Critical
te-35604,Not Applicable
te-35605,Critical
te-35606,Not Critical
te-35607,Critical
te-35608,Not Critical
te-35609,Not Critical
te-35610,Not Critical
te-35611,Critical
te-35612,Not Applicable
te-35613,Critical
te-35614,Not Critical
te-35615,Not Critical
te-35616,Critical
te-35617,Critical
te-35618,Not Critical
te-35619,Critical
te-35620,Critical
te-35621,Critical
te-35622,Critical
te-35623,Critical
te-35624,Critical
te-35625,Critical
te-35626,Critical
te-35627,Not Critical
te-35628,Critical
te-35629,Critical
te-35630,Not Critical
te-35631,Critical
te-35632,Critical
te-35633,Critical
te-35634,Not Critical
te-35635,Critical
te-35636,Critical
te-35637,Not Critical
te-35638,Critical
te-35639,Not Critical
te-35640,Critical
te-35641,Not Applicable
te-35642,Critical
te-35643,Critical
te-35644,Critical
te-35645,Critical
te-35646,Not Applicable
te-35647,Critical
te-35648,Critical
te-35649,Not Critical
te-35650,Not Critical
te-35651,Critical
te-35652,Not Critical
te-35653,Not Critical
te-35654,Not Critical
te-35655,Not Applicable
te-35656,Critical
te-35657,Not Critical
te-35658,Critical
te-35659,Not Critical
te-35660,Critical
te-35661,Not Critical
te-35662,Critical
te-35663,Critical
te-35664,Not Critical
te-35665,Critical
te-35666,Not Critical
te-35667,Critical
te-35668,Not Critical
te-35669,Not Critical
te-35670,Critical
te-35671,Not Critical
te-35672,Not Applicable
te-35673,Critical
te-35674,Critical
te-35675,Critical
te-35676,Critical
te-35677,Critical
te-35678,Not Critical
te-35679,Not Critical
te-35680,Critical
te-35681,Critical
te-35682,Not Critical
te-35683,Not Critical
te-35684,Not Critical
te-35685,Critical
te-35686,Not Critical
te-35687,Not Critical
te-35688,Critical
te-35689,Not Critical
te-35690,Critical
te-35691,Not Critical
te-35692,Not Critical
te-35693,Critical
te-35694,Not Critical
te-35695,Not Critical
te-35696,Not Critical
te-35697,Critical
te-35698,Critical
te-35699,Critical
te-35700,Critical
te-35701,Critical
te-35702,Critical
te-35703,Critical
te-35704,Not Critical
te-35705,Critical
te-35706,Not Critical
te-35707,Critical
te-35708,Critical
te-35709,Critical
te-35710,Not Critical
te-35711,Critical
te-35712,Critical
te-35713,Critical
te-35714,Critical
te-35715,Not Critical
te-35716,Critical
te-35717,Not Critical
te-35718,Not Critical
te-35719,Not Applicable
te-35720,Not Critical
te-35721,Critical
te-35722,Not Critical
te-35723,Critical
te-35724,Critical
te-35725,Critical
te-35726,Not Critical
te-35727,Not Critical
te-35728,Not Critical
te-35729,Critical
te-35730,Not Critical
te-35731,Not Critical
te-35732,Not Critical
te-35733,Not Critical
te-35734,Critical
te-35735,Not Critical
te-35736,Critical
te-35737,Critical
te-35738,Critical
te-35739,Critical
te-35740,Critical
te-35741,Critical
te-35742,Critical
te-35743,Critical
te-35744,Critical
te-35745,Not Critical
te-35746,Critical
te-35747,Not Critical
te-35748,Not Critical
te-35749,Critical
te-35750,Not Critical
te-35751,Critical
te-35752,Not Critical
te-35753,Critical
te-35754,Critical
te-35755,Critical
te-35756,Critical
te-35757,Not Critical
te-35758,Not Critical
te-35759,Not Critical
te-35760,Critical
te-35761,Critical
te-35762,Critical
te-35763,Critical
te-35764,Critical
te-35765,Not Applicable
te-35766,Not Critical
te-35767,Critical
te-35768,Not Critical
te-35769,Critical
te-35770,Not Critical
te-35771,Critical
te-35772,Not Critical
te-35773,Critical
te-35774,Critical
te-35775,Critical
te-35776,Critical
te-35777,Not Critical
te-35778,Critical
te-35779,Critical
te-35780,Critical
te-35781,Not Applicable
te-35782,Critical
te-35783,Critical
te-35784,Critical
te-35785,Critical
te-35786,Critical
te-35787,Not Critical
te-35788,Not Critical
te-35789,Critical
te-35790,Not Critical
te-35791,Critical
te-35792,Not Applicable
te-35793,Not Critical
te-35794,Not Applicable
te-35795,Not Critical
te-35796,Critical
te-35797,Not Critical
te-35798,Critical
te-35799,Critical
te-35800,Critical
te-35801,Not Critical
te-35802,Not Critical
te-35803,Not Critical
te-35804,Not Critical
te-35805,Critical
te-35806,Not Critical
te-35807,Critical
te-35808,Not Critical
te-35809,Not Critical
te-35810,Critical
te-35811,Critical
te-35812,Critical
te-35813,Not Critical
te-35814,Critical
te-35815,Critical
te-35816,Not Critical
te-35817,Critical
te-35818,Not Critical
te-35819,Critical
te-35820,Critical
te-35821,Critical
te-35822,Not Critical
te-35823,Critical
te-35824,Critical
te-35825,Not Critical
te-35826,Critical
te-35827,Critical
te-35828,Critical
te-35829,Critical
te-35830,Critical
te-35831,Critical
te-35832,Not Applicable
te-35833,Not Critical
te-35834,Critical
te-35835,Critical
te-35836,Critical
te-35837,Critical
te-35838,Critical
te-35839,Critical
te-35840,Critical
te-35841,Not Critical
te-35842,Not Critical
te-35843,Critical
te-35844,Not Critical
te-35845,Critical
te-35846,Critical
te-35847,Not Critical
te-35848,Critical
te-35849,Not Critical
te-35850,Not Critical
te-35851,Critical
te-35852,Critical
te-35853,Not Critical
te-35854,Critical
te-35855,Not Critical
te-35856,Not Critical
te-35857,Not Critical
te-35858,Critical
te-35859,Not Critical
te-35860,Not Critical
te-35861,Not Critical
te-35862,Not Critical
te-35863,Not Critical
te-35864,Critical
te-35865,Not Critical
te-35866,Critical
te-35867,Critical
te-35868,Critical
te-35869,Critical
te-35870,Critical
te-35871,Critical
te-35872,Not Critical
te-35873,Critical
te-35874,Critical
te-35875,Not Critical
te-35876,Critical
te-35877,Critical
te-35878,Not Critical
te-35879,Critical
te-35880,Critical
te-35881,Not Applicable
te-35882,Not Critical
te-35883,Critical
te-35884,Not Critical
te-35885,Critical
te-35886,Critical
te-35887,Critical
te-35888,Critical
te-35889,Critical
te-35890,Not Critical
te-35891,Critical
te-35892,Critical
te-35893,Critical
te-35894,Critical
te-35895,Critical
te-35896,Critical
te-35897,Critical
te-35898,Not Applicable
te-35899,Critical
te-35900,Critical
te-35901,Not Critical
te-35902,Not Critical
te-35903,Not Critical
te-35904,Not Critical
te-35905,Not Critical
te-35906,Critical
te-35907,Not Critical
te-35908,Critical
te-35909,Not Critical
te-35910,Critical
te-35911,Not Critical
te-35912,Not Critical
te-35913,Critical
te-35914,Not Applicable
te-35915,Critical
te-35916,Not Critical
te-35917,Not Critical
te-35918,Critical
te-35919,Not Applicable
te-35920,Not Applicable
te-35921,Not Critical
te-35922,Critical
te-35923,Not Critical
te-35924,Not Critical
te-35925,Not Critical
te-35926,Critical
te-35927,Critical
te-35928,Critical
te-35929,Not Critical
te-35930,Not Applicable
te-35931,Critical
te-35932,Critical
te-35933,Not Critical
te-35934,Not Critical
te-35935,Critical
te-35936,Critical
te-35937,Not Critical
te-35938,Critical
te-35939,Critical
te-35940,Not Critical
te-35941,Critical
te-35942,Critical
te-35943,Critical
te-35944,Critical
te-35945,Critical
te-35946,Not Critical
te-35947,Not Critical
te-35948,Not Critical
te-35949,Not Critical
te-35950,Not Critical
te-35951,Critical
te-35952,Critical
te-35953,Not Critical
te-35954,Not Critical
te-35955,Critical
te-35956,Not Critical
te-35957,Critical
te-35958,Not Critical
te-35959,Not Critical
te-35960,Critical
te-35961,Not Critical
te-35962,Critical
te-35963,Critical
te-35964,Critical
te-35965,Critical
te-35966,Critical
te-35967,Not Critical
te-35968,Critical
te-35969,Critical
te-35970,Critical
te-35971,Critical
te-35972,Not Critical
te-35973,Critical
te-35974,Not Critical
te-35975,Not Critical
te-35976,Not Applicable
te-35977,Critical
te-35978,Critical
te-35979,Not Critical
te-35980,Not Critical
te-35981,Not Critical
te-35982,Not Critical
te-35983,Critical
te-35984,Critical
te-35985,Critical
te-35986,Not Critical
te-35987,Critical
te-35988,Not Critical
te-35989,Critical
te-35990,Not Critical
te-35991,Not Critical
te-35992,Not Critical
te-35993,Critical
te-35994,Not Critical
te-35995,Not Critical
te-35996,Critical
te-35997,Not Critical
te-35998,Not Critical
te-35999,Critical
te-36000,Not Critical
te-36001,Not Critical
te-36002,Critical
te-36003,Not Applicable
te-36004,Critical
te-36005,Critical
te-36006,Critical
te-36007,Not Critical
te-36008,Not Critical
te-36009,Critical
te-36010,Not Critical
te-36011,Critical
te-36012,Not Applicable
te-36013,Not Critical
te-36014,Not Critical
te-36015,Critical
te-36016,Critical
te-36017,Critical
te-36018,Not Critical
te-36019,Critical
te-36020,Not Applicable
te-36021,Critical
te-36022,Critical
te-36023,Critical
te-36024,Critical
te-36025,Critical
te-36026,Not Applicable
te-36027,Critical
te-36028,Critical
te-36029,Critical
te-36030,Not Critical
te-36031,Critical
te-36032,Critical
te-36033,Critical
te-36034,Critical
te-36035,Not Critical
te-36036,Critical
te-36037,Critical
te-36038,Not Critical
te-36039,Not Applicable
te-36040,Critical
te-36041,Not Critical
te-36042,Critical
te-36043,Critical
te-36044,Critical
te-36045,Not Critical
te-36046,Not Critical
te-36047,Not Critical
te-36048,Critical
te-36049,Not Critical
te-36050,Not Critical
te-36051,Not Critical
te-36052,Critical
te-36053,Not Critical
te-36054,Not Critical
te-36055,Critical
te-36056,Not Applicable
te-36057,Not Critical
te-36058,Critical
te-36059,Not Critical
te-36060,Critical
te-36061,Critical
te-36062,Not Critical
te-36063,Critical
te-36064,Critical
te-36065,Critical
te-36066,Critical
te-36067,Not Critical
te-36068,Not Critical
te-36069,Critical
te-36070,Not Critical
te-36071,Critical
te-36072,Critical
te-36073,Critical
te-36074,Not Applicable
te-36075,Not Critical
te-36076,Not Critical
te-36077,Critical
te-36078,Critical
te-36079,Not Critical
te-36080,Critical
te-36081,Not Critical
te-36082,Critical
te-36083,Not Critical
te-36084,Not Applicable
te-36085,Critical
te-36086,Not Critical
te-36087,Critical
te-36088,Critical
te-36089,Not Critical
te-36090,Critical
te-36091,Not Applicable
te-36092,Critical
te-36093,Critical
te-36094,Critical
te-36095,Not Critical
te-36096,Not Critical
te-36097,Critical
te-36098,Critical
te-36099,Critical
te-36100,Not Critical
te-36101,Not Applicable
te-36102,Not Critical
te-36103,Critical
te-36104,Critical
te-36105,Not Applicable
te-36106,Critical
te-36107,Critical
te-36108,Not Applicable
te-36109,Not Critical
te-36110,Not Critical
te-36111,Critical
te-36112,Critical
te-36113,Critical
te-36114,Critical
te-36115,Critical
te-36116,Critical
